Solution Length,Nodes Expanded,Runtime,Solution
1,2,0.014962434768676758,[8]
1,2,0.015958309173583984,[14]
1,2,0.012961149215698242,[18]
1,2,0.012968063354492188,[18]
1,2,0.014974355697631836,[10]
1,2,0.014961004257202148,[22]
1,2,0.014951467514038086,[8]
1,2,0.014960289001464844,[12]
1,2,0.015958309173583984,[18]
1,2,0.012965679168701172,[8]
1,2,0.012966394424438477,[16]
1,2,0.015962600708007812,[22]
1,2,0.01695418357849121,[2]
1,2,0.02194070816040039,[22]
1,2,0.009969472885131836,[4]
1,2,0.010970115661621094,[8]
1,2,0.011967182159423828,[10]
1,2,0.014963626861572266,[10]
1,2,0.01296687126159668,[6]
1,2,0.015970706939697266,[4]
1,2,0.013986825942993164,[6]
1,2,0.014003753662109375,[20]
1,2,0.012966394424438477,[14]
1,2,0.01594376564025879,[12]
1,2,0.015957117080688477,[4]
1,2,0.012967824935913086,[8]
1,2,0.012969017028808594,[20]
1,2,0.01396322250366211,[20]
1,2,0.012965202331542969,[4]
1,2,0.01495671272277832,[24]
1,2,0.01595616340637207,[14]
1,2,0.013962507247924805,[20]
1,2,0.012963533401489258,[14]
1,2,0.013962984085083008,[2]
1,2,0.014957904815673828,[14]
1,2,0.012964963912963867,[24]
1,2,0.01396489143371582,[4]
1,2,0.014949321746826172,[14]
1,2,0.014950990676879883,[6]
1,2,0.013961553573608398,[24]
1,2,0.012974977493286133,[6]
1,2,0.011967658996582031,[24]
1,2,0.014961004257202148,[4]
1,2,0.012964010238647461,[16]
1,2,0.015956401824951172,[20]
1,2,0.017953157424926758,[20]
1,2,0.014959335327148438,[6]
1,2,0.013957738876342773,[22]
1,2,0.014960050582885742,[10]
1,2,0.017951250076293945,[6]
1,2,0.014960527420043945,[8]
1,2,0.013004064559936523,[20]
1,2,0.013970136642456055,[14]
1,2,0.012986183166503906,[24]
1,2,0.013968706130981445,[2]
1,2,0.012964963912963867,[4]
1,2,0.011971712112426758,[18]
1,2,0.013971805572509766,[20]
1,2,0.012988805770874023,[16]
1,2,0.01397085189819336,[10]
1,2,0.014963865280151367,[12]
1,2,0.013952493667602539,[22]
1,2,0.012980937957763672,[20]
1,2,0.012961864471435547,[16]
1,2,0.012966156005859375,[10]
1,2,0.008973836898803711,[14]
1,2,0.015955448150634766,[2]
1,2,0.01496124267578125,[6]
1,2,0.014961481094360352,[4]
1,2,0.02493119239807129,[18]
1,2,0.020943641662597656,[10]
1,2,0.011969327926635742,[6]
1,2,0.013965129852294922,[14]
1,2,0.014970541000366211,[4]
1,2,0.014962434768676758,[14]
1,2,0.014970064163208008,[2]
1,2,0.013958930969238281,[14]
1,2,0.013964414596557617,[22]
1,2,0.013963699340820312,[22]
1,2,0.013964414596557617,[8]
1,2,0.01396632194519043,[4]
1,2,0.016956090927124023,[10]
1,2,0.0169527530670166,[16]
1,2,0.01395869255065918,[24]
1,2,0.015958309173583984,[12]
1,2,0.020946502685546875,[4]
1,2,0.022938013076782227,[4]
1,2,0.011968374252319336,[10]
1,2,0.011966705322265625,[6]
1,2,0.011949777603149414,[4]
1,2,0.010967254638671875,[20]
1,2,0.017954587936401367,[18]
1,2,0.014961719512939453,[12]
1,2,0.013965129852294922,[24]
1,2,0.01298975944519043,[10]
1,2,0.014968395233154297,[12]
1,2,0.014953851699829102,[18]
1,2,0.013963937759399414,[10]
1,2,0.012975931167602539,[14]
1,2,0.00897073745727539,[20]
1,2,0.010976791381835938,[22]
1,2,0.012970209121704102,[20]
1,2,0.013959169387817383,[10]
1,2,0.019945144653320312,[4]
1,2,0.008974075317382812,[10]
1,2,0.014959335327148438,[2]
1,2,0.009971141815185547,[24]
1,2,0.008974552154541016,[14]
1,2,0.016954660415649414,[16]
1,2,0.022933006286621094,[18]
1,2,0.0169525146484375,[24]
1,2,0.020944833755493164,[8]
1,2,0.012999773025512695,[24]
1,2,0.014961004257202148,[20]
1,2,0.014964103698730469,[18]
1,2,0.01197504997253418,[4]
1,2,0.013946771621704102,[14]
1,2,0.014960527420043945,[16]
1,2,0.015959739685058594,[24]
1,2,0.012971639633178711,[14]
1,2,0.013962984085083008,[14]
1,2,0.013966798782348633,[2]
1,2,0.01396799087524414,[22]
1,2,0.01595759391784668,[24]
1,2,0.013962507247924805,[14]
1,2,0.011969804763793945,[12]
1,2,0.011968612670898438,[24]
1,2,0.015959739685058594,[10]
1,2,0.01195836067199707,[24]
1,2,0.015959501266479492,[4]
1,2,0.013969898223876953,[4]
1,2,0.013969659805297852,[16]
1,2,0.016962528228759766,[10]
1,2,0.013959407806396484,[14]
1,2,0.01296687126159668,[14]
1,2,0.013962984085083008,[20]
1,2,0.01495504379272461,[8]
1,2,0.013970136642456055,[2]
1,2,0.01296854019165039,[14]
1,2,0.01496267318725586,[18]
1,2,0.013967275619506836,[12]
1,2,0.015955686569213867,[4]
1,2,0.012965202331542969,[22]
1,2,0.013962745666503906,[10]
1,2,0.013962984085083008,[18]
1,2,0.013962268829345703,[4]
1,2,0.012968063354492188,[4]
1,2,0.01396799087524414,[24]
1,2,0.01298666000366211,[8]
1,2,0.015958547592163086,[12]
1,2,0.01396322250366211,[6]
1,2,0.012965679168701172,[18]
1,2,0.01395726203918457,[20]
1,2,0.012965202331542969,[6]
1,2,0.013977289199829102,[18]
1,2,0.012969493865966797,[14]
1,2,0.01594400405883789,[12]
1,2,0.014960289001464844,[2]
1,2,0.013951301574707031,[12]
1,2,0.014945030212402344,[14]
1,2,0.021942853927612305,[16]
1,2,0.010971307754516602,[20]
1,2,0.010968923568725586,[20]
1,2,0.016953229904174805,[24]
1,2,0.01495981216430664,[24]
1,2,0.012955427169799805,[22]
1,2,0.011969566345214844,[2]
1,2,0.012967109680175781,[4]
1,2,0.011974096298217773,[2]
1,2,0.012968301773071289,[10]
1,2,0.01496577262878418,[2]
1,2,0.012967586517333984,[16]
1,2,0.01495361328125,[2]
1,2,0.01795220375061035,[10]
1,2,0.008974790573120117,[6]
1,2,0.01593327522277832,[4]
1,2,0.014988183975219727,[4]
1,2,0.014966487884521484,[2]
1,2,0.013962984085083008,[18]
1,2,0.013980388641357422,[2]
1,2,0.01496267318725586,[22]
1,2,0.016953229904174805,[2]
1,2,0.013959646224975586,[8]
1,2,0.015958309173583984,[18]
1,2,0.013963460922241211,[12]
1,2,0.019947290420532227,[2]
1,2,0.00897073745727539,[8]
1,2,0.011972904205322266,[16]
1,2,0.016952991485595703,[6]
1,2,0.015957117080688477,[22]
1,2,0.012965679168701172,[10]
1,2,0.014961004257202148,[16]
1,2,0.01594400405883789,[4]
1,2,0.014959573745727539,[6]
1,2,0.01695537567138672,[18]
1,2,0.012967824935913086,[20]
1,2,0.011967658996582031,[20]
1,2,0.013974189758300781,[18]
1,2,0.016955137252807617,[24]
1,2,0.014957189559936523,[6]
1,2,0.015957355499267578,[2]
1,2,0.013962030410766602,[16]
1,2,0.010964393615722656,[12]
1,2,0.013961315155029297,[16]
1,2,0.012967109680175781,[8]
1,2,0.012967348098754883,[12]
1,2,0.01696300506591797,[8]
1,2,0.013961553573608398,[12]
1,2,0.015960216522216797,[20]
1,2,0.021935701370239258,[24]
1,2,0.014966249465942383,[24]
1,2,0.02691793441772461,[8]
1,2,0.014964818954467773,[2]
1,2,0.015956640243530273,[2]
1,2,0.015952587127685547,[24]
1,2,0.013964176177978516,[10]
1,2,0.014959096908569336,[22]
1,2,0.013962268829345703,[6]
1,2,0.014960289001464844,[12]
1,2,0.013964653015136719,[24]
1,2,0.012965679168701172,[6]
1,2,0.012965202331542969,[16]
1,2,0.016963720321655273,[24]
1,2,0.018939733505249023,[16]
1,2,0.015952110290527344,[16]
1,2,0.014970779418945312,[4]
1,2,0.015957355499267578,[12]
1,2,0.014958858489990234,[10]
1,2,0.014970064163208008,[14]
1,2,0.013962030410766602,[4]
1,2,0.01296544075012207,[4]
1,2,0.017946720123291016,[18]
1,2,0.017954587936401367,[24]
1,2,0.01296544075012207,[14]
1,2,0.015956640243530273,[24]
1,2,0.015943288803100586,[20]
1,2,0.013962030410766602,[20]
1,2,0.01495981216430664,[24]
1,2,0.018950462341308594,[10]
1,2,0.01795196533203125,[10]
1,2,0.018949270248413086,[4]
1,2,0.014961004257202148,[4]
1,2,0.015944480895996094,[6]
1,2,0.023938894271850586,[4]
1,2,0.01396322250366211,[16]
1,2,0.011968374252319336,[16]
1,2,0.016955137252807617,[16]
1,2,0.01595783233642578,[2]
1,2,0.014960050582885742,[16]
1,2,0.016953706741333008,[18]
1,2,0.012951374053955078,[2]
1,2,0.014961481094360352,[6]
1,2,0.013962507247924805,[24]
1,2,0.01695561408996582,[6]
1,2,0.013961553573608398,[8]
1,2,0.00896310806274414,[22]
1,2,0.016971349716186523,[10]
1,2,0.012965202331542969,[20]
1,2,0.0159761905670166,[12]
1,2,0.015956878662109375,[20]
1,2,0.014960289001464844,[24]
1,2,0.015953540802001953,[20]
1,2,0.014960050582885742,[20]
1,2,0.016954660415649414,[16]
1,2,0.01894998550415039,[24]
1,2,0.014963626861572266,[22]
1,2,0.014960050582885742,[22]
1,2,0.015958547592163086,[10]
1,2,0.015955209732055664,[16]
1,2,0.012982368469238281,[24]
1,2,0.017952680587768555,[24]
1,2,0.015969276428222656,[24]
1,2,0.015964269638061523,[2]
1,2,0.014959335327148438,[18]
1,2,0.014946937561035156,[22]
1,2,0.013956546783447266,[8]
1,2,0.013962745666503906,[24]
1,2,0.013952016830444336,[8]
1,2,0.013962268829345703,[8]
1,2,0.013964414596557617,[6]
1,2,0.014959573745727539,[2]
1,2,0.0139617919921875,[24]
1,2,0.012196779251098633,[6]
1,2,0.01746964454650879,[4]
1,2,0.01794886589050293,[18]
1,2,0.015956640243530273,[2]
1,2,0.014957189559936523,[16]
1,2,0.016950607299804688,[4]
1,2,0.015940189361572266,[4]
1,2,0.016960620880126953,[22]
1,2,0.014972209930419922,[22]
1,2,0.014961957931518555,[6]
1,2,0.014959096908569336,[4]
1,2,0.012965679168701172,[24]
1,2,0.017950057983398438,[18]
1,2,0.009972095489501953,[18]
1,2,0.007979393005371094,[16]
