Solution Length,Nodes Expanded,Runtime,Solution
6,177,2.389638900756836,[24, 4, 2, 6, 16, 14]
3,9,0.07878971099853516,[16, 22, 6]
3,4,0.037894248962402344,[24, 8, 8]
6,249,3.650780200958252,[16, 14, 18, 18, 4, 16]
6,589,14.863944292068481,[20, 20, 12, 12, 18, 2]
6,45,0.44979310035705566,[22, 24, 8, 2, 14, 16]
6,105,1.154923439025879,[12, 18, 10, 24, 2, 6]
6,896,34.85622024536133,[10, 20, 10, 12, 22, 6]
6,97,1.1010620594024658,[22, 22, 6, 8, 2, 2]
6,244,3.6213619709014893,[20, 6, 8, 10, 12, 16]
6,163,2.0984134674072266,[18, 6, 6, 8, 8, 10]
6,190,2.588108777999878,[22, 6, 4, 4, 12, 10]
6,37,0.3859841823577881,[12, 22, 20, 18, 8, 4]
6,1758,131.47492456436157,[10, 10, 22, 10, 20, 12]
3,9,0.09772491455078125,[12, 10, 10]
6,113,1.29062819480896,[10, 20, 20, 10, 14, 14]
3,4,0.03889155387878418,[24, 22, 2]
6,129,1.4580867290496826,[22, 24, 20, 22, 20, 4]
6,76,0.8078374862670898,[14, 12, 18, 22, 8, 2]
6,20,0.17054319381713867,[20, 20, 24, 4, 2, 2]
6,164,2.0574862957000732,[20, 4, 6, 8, 8, 12]
6,508,11.516233682632446,[8, 8, 12, 12, 14, 14]
6,80,0.851715087890625,[20, 20, 8, 4, 4, 10]
6,49,0.492678165435791,[18, 14, 18, 22, 8, 4]
3,5,0.05086231231689453,[22, 12, 10]
6,52,0.5475285053253174,[18, 12, 22, 18, 8, 16]
6,19,0.17452669143676758,[16, 22, 24, 8, 2, 10]
6,100,1.1499114036560059,[24, 24, 4, 14, 16, 16]
6,95,1.0262632369995117,[22, 22, 4, 4, 10, 10]
6,65,0.6592416763305664,[20, 18, 8, 12, 10, 10]
3,5,0.04388070106506348,[8, 2, 16]
6,325,5.4265289306640625,[10, 20, 12, 14, 24, 14]
