Solution Length,Nodes Expanded,Runtime,Solution
5,66,0.5565505027770996,[4, 6, 8, 10, 16]
5,17,0.15555500984191895,[18, 20, 18, 22, 4]
5,70,0.6493027210235596,[12, 16, 22, 20, 6]
5,44,0.33614468574523926,[10, 20, 20, 8, 12]
5,98,0.8766660690307617,[10, 10, 22, 18, 6]
5,119,1.129991054534912,[22, 12, 14, 18, 6]
5,9,0.07284331321716309,[24, 24, 22, 2, 2]
5,17,0.12868905067443848,[12, 22, 18, 8, 6]
5,288,3.7470269203186035,[16, 12, 12, 22, 6]
5,39,0.36502766609191895,[16, 14, 20, 6, 12]
5,119,1.2316911220550537,[24, 14, 16, 18, 8]
5,9,0.07080268859863281,[20, 18, 8, 6, 6]
5,39,0.31316542625427246,[24, 16, 22, 24, 4]
5,12,0.08979630470275879,[20, 20, 4, 2, 10]
5,24,0.2014632225036621,[18, 4, 2, 2, 10]
2,3,0.021929502487182617,[12, 12]
5,140,1.3883419036865234,[4, 16, 12, 14, 14]
5,19,0.1406269073486328,[20, 14, 18, 8, 10]
5,41,0.32813119888305664,[22, 6, 14, 10, 10]
5,17,0.13168907165527344,[24, 16, 18, 2, 10]
5,11,0.07979869842529297,[10, 22, 6, 12, 14]
2,3,0.018978357315063477,[20, 6]
5,11,0.09079623222351074,[16, 20, 4, 6, 12]
5,140,1.4511692523956299,[6, 12, 14, 16, 16]
5,8,0.05788230895996094,[18, 22, 24, 8, 4]
5,6,0.04287862777709961,[22, 20, 24, 6, 6]
5,272,3.4319019317626953,[18, 12, 24, 16, 22]
5,28,0.21442461013793945,[18, 6, 4, 16, 14]
5,24,0.19252562522888184,[20, 2, 4, 6, 10]
5,71,0.5844411849975586,[22, 14, 18, 18, 10]
5,24,0.18549680709838867,[22, 2, 6, 14, 14]
5,84,0.7250673770904541,[4, 4, 12, 16, 16]
5,7,0.06782269477844238,[20, 18, 2, 10, 14]
5,16,0.12965607643127441,[10, 20, 24, 14, 16]
5,73,0.6063807010650635,[2, 8, 4, 4, 12]
5,11,0.08179569244384766,[16, 20, 6, 4, 12]
5,21,0.16559123992919922,[24, 10, 22, 6, 4]
5,67,0.5395607948303223,[16, 16, 22, 8, 14]
5,16,0.15358233451843262,[22, 22, 8, 6, 6]
5,28,0.2563502788543701,[18, 6, 2, 12, 14]
5,73,0.6034262180328369,[2, 6, 6, 16, 12]
5,13,0.10571646690368652,[10, 22, 8, 6, 2]
5,47,0.36206674575805664,[12, 18, 20, 18, 4]
2,5,0.04887652397155762,[12, 22]
