Solution Length,Nodes Expanded,Runtime,Solution
0,1,0.001995087,[]
0,1,0.000999212,[]
0,1,0.00199461,[]
0,1,0.000996351,[]
0,1,0.000998259,[]
0,1,0.000997782,[]
0,1,0.000996351,[]
0,1,0.00100255,[]
0,1,0.000997782,[]
0,1,0.000997066,[]
0,1,0,[]
0,1,0,[]
0,1,0.000997305,[]
0,1,0.00099802,[]
0,1,0.000992298,[]
0,1,0.000996828,[]
0,1,0.000994921,[]
0,1,0.000988007,[]
0,1,0.000992537,[]
0,1,0,[]
0,1,0.005984783,[]
0,1,0.000999928,[]
0,1,0.000997305,[]
0,1,0.000998497,[]
0,1,0,[]
0,1,0.00099802,[]
0,1,0.00099802,[]
0,1,0.004987478,[]
0,1,0.00100708,[]
0,1,0.000998974,[]
0,1,0.000996828,[]
0,1,0,[]
0,1,0.000997543,[]
0,1,0.006982565,[]
0,1,0.00099802,[]
0,1,0,[]
0,1,0.01894927,[]
0,1,0.002984762,[]
0,1,0.000997782,[]
0,1,0.000988722,[]
0,1,0.000996351,[]
0,1,0.001998425,[]
0,1,0.000997305,[]
0,1,0.001014709,[]
0,1,0.004986763,[]
0,1,0.000996828,[]
0,1,0,[]
0,1,0,[]
0,1,0.000983477,[]
0,1,0.000998497,[]
0,1,0.00099802,[]
0,1,0.000997066,[]
0,1,0.000974894,[]
0,1,0.000996828,[]
0,1,0.001989365,[]
0,1,0.000996828,[]
0,1,0.001997232,[]
0,1,0.008975267,[]
0,1,0.00199461,[]
0,1,0.007988214,[]
0,1,0.001994371,[]
0,1,0.001987934,[]
0,1,0.000997305,[]
0,1,0.00099802,[]
0,1,0.006976604,[]
0,1,0.000997543,[]
0,1,0.00199461,[]
0,1,0.000999928,[]
0,1,0.008975029,[]
0,1,0.001995802,[]
0,1,0.000998735,[]
0,1,0.001994848,[]
0,1,0.001992702,[]
0,1,0.000997543,[]
0,1,0.000991344,[]
0,1,0.001000643,[]
0,1,0.000996828,[]
0,1,0.001998663,[]
0,1,0.001001835,[]
0,1,0,[]
0,1,0.003019094,[]
0,1,0.000999689,[]
0,1,0.000997543,[]
0,1,0.002007723,[]
0,1,0.000997782,[]
0,1,0.00099802,[]
0,1,0.004987478,[]
0,1,0.001003504,[]
0,1,0.000993729,[]
0,1,0.001996994,[]
0,1,0,[]
0,1,0.000997066,[]
0,1,0.001139164,[]
0,1,0.000995874,[]
0,1,0.000997543,[]
0,1,0.000997066,[]
0,1,0.001999617,[]
0,1,0.000994444,[]
0,1,0.000997543,[]
0,1,0.002010584,[]
0,1,0.000988722,[]
0,1,0,[]
0,1,0.002001047,[]
0,1,0.000999451,[]
0,1,0.000997782,[]
0,1,0.004987717,[]
0,1,0.001993895,[]
0,1,0,[]
0,1,0.000997543,[]
0,1,0,[]
0,1,0.000985622,[]
0,1,0,[]
0,1,0.000999689,[]
0,1,0.000997543,[]
0,1,0.00099659,[]
0,1,0.000992537,[]
0,1,0,[]
0,1,0.000997305,[]
0,1,0.001985312,[]
0,1,0.000990391,[]
0,1,0.00099659,[]
0,1,0.005983829,[]
0,1,0.000999212,[]
0,1,0.000998259,[]
0,1,0.001985312,[]
0,1,0.000997782,[]
0,1,0.00099206,[]
0,1,0.00099349,[]
0,1,0.000997305,[]
0,1,0,[]
0,1,0.00198698,[]
0,1,0.000997782,[]
0,1,0,[]
0,1,0.001979351,[]
0,1,0,[]
0,1,0,[]
0,1,0.003014565,[]
0,1,0.000995636,[]
0,1,0.000998259,[]
0,1,0.001996517,[]
0,1,0.000999212,[]
0,1,0.000997066,[]
0,1,0.004985094,[]
0,1,0.00099802,[]
0,1,0.000997066,[]
0,1,0,[]
0,1,0.001992941,[]
0,1,0.000996828,[]
0,1,0.000996113,[]
0,1,0.001992702,[]
0,1,0.000998259,[]
0,1,0.000997543,[]
0,1,0.002995729,[]
0,1,0.001994133,[]
0,1,0.000994921,[]
0,1,0.000998497,[]
0,1,0.000999689,[]
0,1,0.000975847,[]
0,1,0.00098753,[]
0,1,0.006982327,[]
0,1,0,[]
0,1,0.000997782,[]
0,1,0.000997305,[]
0,1,0.000994205,[]
0,1,0.000998497,[]
0,1,0.000997543,[]
0,1,0.001984119,[]
0,1,0.00099802,[]
0,1,0.000998259,[]
0,1,0.001983643,[]
0,1,0.000996113,[]
0,1,0,[]
0,1,0.005985498,[]
0,1,0.000997782,[]
0,1,0.000997305,[]
0,1,0.000997543,[]
0,1,0.001003504,[]
0,1,0.000996828,[]
0,1,0.00099659,[]
0,1,0.001971245,[]
0,1,0.000981092,[]
0,1,0.001003027,[]
0,1,0.001004934,[]
0,1,0.000997782,[]
0,1,0.000998735,[]
0,1,0.002039433,[]
0,1,0.000989914,[]
0,1,0.000997305,[]
0,1,0.004987478,[]
0,1,0.000999928,[]
0,1,0,[]
0,1,0.000998259,[]
0,1,0.000995159,[]
0,1,0,[]
0,1,0.000998259,[]
0,1,0.000993013,[]
0,1,0,[]
0,1,0.00098753,[]
0,1,0.00498867,[]
0,1,0.001005173,[]
0,1,0,[]
0,1,0.000998259,[]
0,1,0.000993967,[]
0,1,0,[]
0,1,0.000997305,[]
0,1,0.001984835,[]
0,1,0.000997066,[]
0,1,0,[]
0,1,0.003010511,[]
0,1,0.000996351,[]
0,1,0.012966394,[]
0,1,0.009971142,[]
0,1,0.005983591,[]
0,1,0.031913519,[]
0,1,0.000985861,[]
0,1,0.001003981,[]
0,1,0,[]
0,1,0.001997709,[]
0,1,0.000997066,[]
0,1,0.000990629,[]
0,1,0.001999378,[]
0,1,0.000988245,[]
0,1,0.000996351,[]
0,1,0.004987955,[]
0,1,0.000989437,[]
0,1,0.000986338,[]
0,1,0,[]
0,1,0.000998974,[]
0,1,0.000993013,[]
0,1,0.000997543,[]
0,1,0.002013206,[]
0,1,0.000997066,[]
0,1,0.00099802,[]
0,1,0.000997543,[]
0,1,0.000983,[]
0,1,0,[]
0,1,0.001988649,[]
0,1,0,[]
0,1,0.000995636,[]
0,1,0.000998497,[]
0,1,0.000997305,[]
0,1,0.000997782,[]
0,1,0.001991272,[]
0,1,0,[]
0,1,0.000998735,[]
0,1,0.000992537,[]
0,1,0.000998259,[]
0,1,0,[]
0,1,0.005986691,[]
0,1,0.000998497,[]
0,1,0.000995874,[]
0,1,0.000998259,[]
0,1,0.001000643,[]
0,1,0.000999451,[]
0,1,0.000995636,[]
0,1,0.000997066,[]
0,1,0.000994205,[]
0,1,0.000993729,[]
0,1,0.00099659,[]
0,1,0.001997471,[]
0,1,0.000996828,[]
0,1,0,[]
0,1,0.00099802,[]
0,1,0.000998735,[]
0,1,0,[]
0,1,0.001008749,[]
0,1,0.001000643,[]
0,1,0.000985384,[]
0,1,0,[]
0,1,0.000997305,[]
0,1,0.001967669,[]
0,1,0,[]
0,1,0.001997232,[]
0,1,0.002015352,[]
0,1,0.000995636,[]
0,1,0.000985622,[]
0,1,0.000990629,[]
0,1,0.000996828,[]
0,1,0.000997305,[]
0,1,0.001998186,[]
0,1,0.000998497,[]
0,1,0.000997305,[]
0,1,0.001998901,[]
0,1,0.000981092,[]
0,1,0.000994205,[]
0,1,0.000999689,[]
0,1,0.000999212,[]
0,1,0.00099349,[]
0,1,0,[]
0,1,0.001989603,[]
0,1,0.000997305,[]
0,1,0,[]
0,1,0.002992153,[]
0,1,0.000995159,[]
0,1,0,[]
0,1,0.001982212,[]
0,1,0,[]
0,1,0.00099802,[]
0,1,0.001997709,[]
0,1,0.00099659,[]
0,1,0.001997232,[]
0,1,0.000991821,[]
0,1,0.000997782,[]
0,1,0.001991987,[]
0,1,0.000997543,[]
0,1,0.001993179,[]
0,1,0.004986286,[]
0,1,0.001984596,[]
0,1,0.001013279,[]
0,1,0.001011848,[]
0,1,0.000996351,[]
0,1,0,[]
0,1,0.001006365,[]
0,1,0.000984907,[]
0,1,0.000996351,[]
0,1,0.004980087,[]
0,1,0.001989365,[]
0,1,0.000998735,[]
0,1,0.00099802,[]
0,1,0.001017332,[]
0,1,0.00099659,[]
0,1,0.000997543,[]
0,1,0.00199461,[]
0,1,0.00099659,[]
0,1,0,[]
0,1,0.002014399,[]
0,1,0,[]
0,1,0.000997305,[]
0,1,0.000998259,[]
0,1,0.000999689,[]
0,1,0.000997066,[]
0,1,0.000998735,[]
0,1,0.000995398,[]
0,1,0.000997782,[]
0,1,0.000997066,[]
0,1,0.000992298,[]
0,1,0.000983477,[]
0,1,0.000999212,[]
0,1,0.00099802,[]
0,1,0.000998497,[]
0,1,0.007977724,[]
0,1,0.000997782,[]
0,1,0.005984306,[]
0,1,0.000999212,[]
0,1,0.00099659,[]
0,1,0.000991583,[]
0,1,0.000997066,[]
0,1,0.000997782,[]
0,1,0.00099802,[]
0,1,0.000996828,[]
0,1,0,[]
0,1,0.003988981,[]
0,1,0,[]
0,1,0.001986504,[]
0,1,0.000995636,[]
0,1,0.001993656,[]
0,1,0.000995874,[]
0,1,0,[]
0,1,0,[]
0,1,0.001008272,[]
0,1,0.000995874,[]
0,1,0.00100112,[]
0,1,0.000996113,[]
0,1,0.000998259,[]
0,1,0.00498724,[]
0,1,0.000993729,[]
0,1,0.000998259,[]
0,1,0.002002001,[]
0,1,0.000994205,[]
0,1,0.000999451,[]
0,1,0.000980854,[]
0,1,0.000997305,[]
0,1,0.002998352,[]
0,1,0.000997066,[]
0,1,0,[]
0,1,0.001992464,[]
0,1,0.000996351,[]
0,1,0.000985622,[]
0,1,0.000999928,[]
0,1,0.000996828,[]
0,1,0.000997066,[]
0,1,0.000997305,[]
